Name,Gender,Start_Date,Login_Time,Salary,Bonus%,Is_Senior_Management,Department
Michael Strickland,Male,11-06-2021,14:30:26,79271,15,FALSE,IT
Diane Gray,Male,01-04-2023,04:11:45,74832,0,FALSE,IT
Joshua Peck,Male,27-08-2016,03:59:42,73719,15,FALSE,Marketing
Tara Johnson,Male,18-07-2022,08:47:12,65558,1,TRUE,HR
Rebecca Thomas,Male,14-11-2023,20:44:44,79497,1,TRUE,Sales
Joshua Smith,Male,09-11-2017,18:32:10,72170,9,TRUE,HR
Mr. Bryan Robinson,Female,15-02-2021,13:57:09,68488,17,TRUE,Sales
James Yates,Male,07-04-2019,19:20:25,65140,11,TRUE,Sales
Kevin Butler,Male,18-11-2022,15:42:06,65679,0,TRUE,Sales
Cheryl Hahn,Female,17-11-2018,14:29:29,62203,1,TRUE,IT
Andrea Black,Female,04-03-2015,18:14:24,71273,1,TRUE,Sales
Joseph Jimenez,Female,22-01-2018,03:49:44,69295,10,TRUE,Sales
Tammy Martin,Female,20-04-2018,22:58:20,79034,16,FALSE,Sales
Rachel Grant,Male,13-03-2017,07:22:58,68047,6,TRUE,IT
Jamie Mckenzie,Male,13-01-2022,07:48:01,72914,5,FALSE,Sales
David Morales,Male,04-11-2015,11:48:24,77609,0,FALSE,Sales
Dr. Jeffrey Young MD,Male,14-01-2017,01:55:14,64139,8,FALSE,HR
Shawn Boyd,Male,22-04-2021,06:04:42,78998,1,FALSE,IT
Steven Warren,Female,05-11-2023,21:01:01,70258,19,TRUE,HR
Jessica Ramsey,Male,29-02-2020,01:56:15,64674,7,FALSE,Marketing
Kathy Santos,Male,04-09-2017,10:19:23,62465,15,FALSE,IT
Theresa Smith,Female,27-01-2015,06:55:06,69104,5,TRUE,HR
Dr. Fernando Hines,Female,26-04-2016,16:04:23,65972,19,FALSE,HR
Kendra Miller,Male,07-06-2021,10:46:25,74684,10,TRUE,Sales
Kelly Williams,Male,12-09-2020,06:35:34,72960,14,TRUE,Sales
Brenda Campbell,Male,02-12-2017,09:24:00,75781,11,TRUE,Marketing
Kathleen Hall,Male,31-05-2016,23:00:06,73878,8,FALSE,IT
Amber Baker,Male,19-06-2019,12:39:28,76668,20,FALSE,IT
Kenneth Miller,Female,19-10-2021,04:24:06,63371,4,TRUE,Marketing
Tiffany Baker,Male,30-03-2017,03:51:58,74698,7,TRUE,HR
Sharon Wiggins,Male,22-10-2019,08:29:18,77466,8,FALSE,Sales
Susan Harris,Female,02-02-2022,09:21:52,62001,6,TRUE,HR
Laurie Larson,Male,28-11-2019,18:21:40,71594,7,FALSE,IT
Jeffery Miller,Male,08-08-2019,08:43:26,70413,3,FALSE,Sales
Rebecca Hester,Male,11-11-2021,09:53:13,63288,18,TRUE,IT
Kevin Barr,Male,31-01-2018,20:38:53,61617,16,FALSE,Marketing
Sarah Lara,Female,11-09-2015,05:55:13,64576,8,FALSE,Sales
Nancy Barnett,Female,29-01-2020,08:44:11,68235,4,TRUE,HR
Mary Page,Male,09-10-2021,14:08:35,68335,20,FALSE,HR
Anthony Quinn,Male,11-12-2023,11:03:43,60243,9,FALSE,Marketing
Matthew Thornton,Male,04-07-2018,10:52:49,74136,15,FALSE,Sales
Chris Mclean,Male,07-07-2019,06:23:46,67683,5,FALSE,IT
Arthur Calhoun,Male,17-10-2023,10:30:54,71729,19,TRUE,Sales
Hayley Dunn,Female,05-09-2020,05:56:02,75311,17,FALSE,Marketing
Maria Stewart,Female,05-07-2016,20:03:37,61878,16,FALSE,IT
Maria Hanna,Male,26-09-2021,23:13:09,77743,5,FALSE,Marketing
Mark Dean,Female,29-07-2015,15:33:04,64422,12,TRUE,HR
Kimberly Chavez,Female,31-01-2023,05:16:31,73038,15,TRUE,Sales
Jodi Thompson,Female,07-03-2015,09:41:51,69998,6,FALSE,IT
Anna Doyle,Male,18-12-2021,20:42:32,79189,12,TRUE,Sales
Kimberly Sosa,Male,15-04-2018,01:46:10,66015,11,TRUE,HR
Sergio Herrera,Male,13-03-2020,05:27:52,71556,20,FALSE,Sales
Jean Johns,Female,25-09-2015,20:52:12,74654,5,FALSE,Sales
Jared Harris,Female,29-07-2017,05:47:06,65907,20,TRUE,HR
Melinda Walker,Male,18-01-2016,16:47:56,65325,7,FALSE,HR
Theresa Vazquez,Female,12-07-2016,07:25:36,78668,18,TRUE,HR
April Hernandez,Male,15-06-2020,18:52:38,79840,20,FALSE,Marketing
Rachel Horn,Male,26-12-2023,18:09:42,74528,1,TRUE,Marketing
Thomas West,Female,29-03-2021,15:06:24,60008,8,FALSE,HR
Holly Acevedo,Female,12-06-2021,01:23:17,74100,6,TRUE,HR
Evelyn Baldwin,Female,17-04-2018,03:39:33,69340,20,TRUE,HR
Katie Sanchez,Male,17-09-2022,07:40:43,62453,1,TRUE,Sales
Charles Romero,Male,05-05-2017,15:48:46,72148,6,TRUE,Sales
Samuel Thomas,Male,12-03-2020,08:47:59,69760,14,TRUE,HR
Jordan Klein,Male,08-02-2015,02:36:15,72527,0,TRUE,Marketing
James Garcia,Male,16-04-2015,16:06:26,77330,4,FALSE,Marketing
Mercedes Smith,Male,02-08-2015,10:53:08,70497,12,FALSE,Marketing
Roy Acosta,Male,07-11-2019,17:49:54,73696,1,FALSE,Marketing
Lauren Edwards,Male,26-01-2023,12:10:44,72809,9,TRUE,IT
Rachel Miller,Male,12-06-2018,19:27:54,60482,18,FALSE,Sales
Nancy Payne,Female,26-05-2019,13:11:08,65684,6,FALSE,Marketing
Mr. Jerry May,Male,01-06-2017,02:51:42,74571,13,TRUE,Sales
Elizabeth Brown,Male,05-01-2017,14:29:13,66736,6,FALSE,HR
Thomas Marks,Male,10-11-2019,15:45:20,68486,9,TRUE,Marketing
Lauren Rogers,Female,05-12-2015,03:26:14,64496,6,TRUE,Marketing
James Ford,Female,13-09-2016,19:33:28,69044,9,TRUE,Sales
John Burke,Female,09-04-2018,15:32:00,65854,14,FALSE,Marketing
Karen Martinez,Female,30-10-2023,07:23:56,75617,13,TRUE,Marketing
Michael Watts,Male,27-02-2017,04:08:27,68225,19,FALSE,Sales
Kathleen Carey,Male,03-09-2021,12:13:05,69091,13,TRUE,Marketing
Anna Smith,Female,15-11-2021,16:43:23,71147,3,FALSE,HR
Erin Ford,Male,26-01-2021,04:33:52,76200,19,TRUE,Sales
Nicole Howard,Female,02-08-2023,04:40:42,65988,1,TRUE,IT
Joseph Wallace,Male,01-04-2022,08:24:31,74591,9,FALSE,IT
Sarah Peck,Male,06-05-2017,11:58:41,76259,5,TRUE,IT
Jonathon Hoffman,Female,30-08-2020,06:40:19,74037,10,TRUE,Marketing
Tracy Fernandez,Female,25-01-2015,15:42:26,74700,18,TRUE,Sales
Alice Miller,Female,03-12-2018,18:38:25,69614,17,FALSE,Sales
Jorge Brown,Female,23-04-2022,14:22:24,64483,13,TRUE,IT
David Williamson,Female,25-02-2021,06:16:59,65667,6,FALSE,IT
Theresa Solis,Male,02-12-2019,12:08:23,60396,0,FALSE,Sales
Carl Henson,Female,23-11-2017,23:33:01,70254,15,FALSE,Sales
Donna Hale,Male,25-03-2018,13:57:18,72806,8,TRUE,IT
Michael King,Male,31-08-2017,05:26:02,61065,18,TRUE,Marketing
Isaac Holland,Male,24-04-2019,17:45:18,68580,13,TRUE,IT
Robert Oneill,Female,15-07-2022,20:18:00,73453,3,FALSE,Sales
Thomas Smith,Female,13-07-2023,10:29:29,76554,16,FALSE,IT
Paula Bell,Male,18-06-2021,00:40:29,74976,1,FALSE,Marketing
Christopher Richards,Male,10-05-2019,11:30:04,77767,14,FALSE,Marketing
Carol Le,Female,02-04-2023,07:32:51,73569,14,TRUE,Marketing
James Stone,Male,03-04-2021,10:51:03,73242,17,TRUE,IT
Monica Harrington,Female,23-05-2020,18:06:24,62855,16,FALSE,HR
Donna Gross,Male,21-11-2016,02:50:55,64887,14,FALSE,Sales
Michelle Walsh,Male,08-02-2019,18:07:42,60363,16,FALSE,IT
Mrs. Christina Wagner,Male,16-02-2016,16:05:53,74890,20,FALSE,HR
James Gonzalez,Female,03-01-2021,06:30:15,67739,11,FALSE,Marketing
Joshua Allison,Male,08-02-2017,17:38:20,71057,1,TRUE,Sales
Kathleen Bradley,Female,24-07-2015,22:10:57,68749,13,TRUE,Sales
Jo Stark,Male,04-05-2021,01:00:25,72987,15,FALSE,Sales
Nicholas Lee,Male,02-12-2017,13:14:42,73256,15,TRUE,Sales
Stephanie Thomas,Male,25-03-2018,20:07:10,66009,13,FALSE,Marketing
Leonard Gilmore,Female,22-09-2015,04:04:06,62663,19,TRUE,Marketing
James Johnson,Female,18-07-2015,15:58:07,70783,6,FALSE,HR
Robert Young,Female,04-01-2022,21:10:40,75424,6,FALSE,Sales
Crystal Marshall,Female,09-05-2020,07:29:46,65543,16,FALSE,Marketing
Christopher Hernandez,Male,14-08-2018,01:10:44,70319,20,FALSE,HR
Margaret Padilla,Female,14-10-2017,01:56:36,78710,4,TRUE,HR
Hannah Reyes,Female,15-06-2021,07:13:56,61922,8,FALSE,HR
Michael Wilson,Female,31-10-2019,10:58:56,74509,0,FALSE,Marketing
Alexa Lewis,Male,17-02-2019,00:04:26,66121,1,TRUE,Marketing
Brenda Watts,Male,11-06-2021,02:57:53,78935,0,FALSE,Sales
Troy Patterson,Male,02-12-2018,20:26:56,76677,19,TRUE,Sales
Ian Cruz,Female,26-11-2015,15:31:45,63932,17,TRUE,Marketing
Amber Padilla,Female,06-09-2015,21:20:41,66687,7,FALSE,HR
Robert Drake,Female,17-04-2021,02:59:59,60199,17,FALSE,IT
Andrew Lane,Female,30-01-2016,00:05:29,65623,12,FALSE,Sales
Amy Hamilton,Male,26-07-2021,10:45:34,66758,18,TRUE,HR
Nancy Munoz,Male,10-03-2021,10:21:41,70709,9,TRUE,HR
Mrs. Katie Nunez DVM,Female,08-05-2017,07:36:34,71756,18,FALSE,Marketing
Linda Campbell,Male,20-07-2020,13:26:03,72464,19,TRUE,HR
Mr. Zachary Smith,Female,09-02-2021,13:26:09,77649,14,TRUE,HR
Stephen Olson,Female,09-09-2016,07:37:02,68469,19,TRUE,IT
Kevin Rivera,Male,25-02-2019,08:53:50,78396,16,FALSE,Sales
Richard Johnson,Male,06-08-2018,08:39:22,64807,2,FALSE,HR
Michael Brown,Female,29-05-2018,05:47:18,75449,16,TRUE,Marketing
Ann Mcguire DDS,Female,23-08-2016,16:07:21,68882,7,TRUE,IT
Seth Rivera DVM,Male,16-07-2023,13:00:41,63373,12,FALSE,Sales
Vincent Sosa,Male,12-04-2018,01:11:49,70766,0,TRUE,Marketing
Joann Smith,Male,13-05-2018,15:48:53,63749,15,TRUE,Sales
Elizabeth Sloan,Female,01-10-2017,03:22:36,69776,1,FALSE,HR
Leslie Mccarthy,Male,16-03-2020,22:51:57,61018,16,TRUE,HR
Lynn Baldwin,Female,06-12-2021,07:48:35,65221,12,TRUE,Sales
Julia Hernandez,Female,11-12-2016,07:26:58,78031,5,FALSE,IT
Emily Monroe,Female,11-09-2021,02:04:25,60989,0,FALSE,Sales
Robin Figueroa,Female,30-08-2016,22:19:55,78512,5,FALSE,IT
Sabrina Ellis,Male,09-03-2021,08:57:39,62466,13,TRUE,Marketing
Maria Chambers,Male,21-11-2020,04:54:17,79655,12,TRUE,Sales
Matthew Cross,Female,16-10-2023,03:03:06,73308,12,TRUE,HR
Katie Holloway,Male,27-06-2021,09:19:41,77379,4,TRUE,Sales
Mr. Jesse Maxwell,Male,08-02-2015,17:24:15,74951,1,TRUE,Marketing
Joshua Palmer,Male,10-01-2022,02:47:16,68669,8,FALSE,Sales
Rose Stafford,Female,02-08-2017,01:10:48,79492,12,TRUE,IT
Daniel Wallace,Female,25-09-2020,10:00:21,77102,15,TRUE,HR
Timothy Williams,Male,20-06-2020,17:17:27,60358,9,TRUE,IT
Taylor Lee,Male,31-01-2016,21:30:42,72253,6,FALSE,HR
Brenda Thomas,Male,27-05-2022,23:19:12,65118,7,FALSE,IT
Noah Burke,Male,17-03-2021,07:49:20,60293,5,FALSE,Marketing
Christian Castillo,Female,03-04-2020,03:38:51,61926,7,FALSE,Marketing
Mark Baird,Male,24-01-2016,13:06:34,64320,9,TRUE,Marketing
Christopher Bentley,Female,01-01-2020,15:41:36,64356,9,TRUE,IT
Rebecca Harmon,Female,22-02-2016,04:38:51,67284,13,FALSE,HR
Steven Houston,Female,23-11-2022,01:09:15,72032,8,TRUE,Sales
Matthew Willis,Female,05-06-2017,09:22:35,68912,16,TRUE,HR
Jennifer Douglas,Female,28-08-2023,05:31:33,78676,14,FALSE,Sales
Carolyn Fleming,Female,09-04-2017,12:19:23,69058,12,FALSE,Sales
Kristen Singh,Male,26-03-2018,06:03:12,64167,7,FALSE,HR
Allen Wolf,Female,10-12-2020,11:39:39,73213,14,FALSE,IT
Robin Hernandez,Male,04-05-2016,23:01:52,64238,11,FALSE,Marketing
Christina Diaz,Male,09-06-2017,19:59:29,64420,1,FALSE,Sales
Kendra Ballard,Female,23-06-2018,15:28:15,66046,5,FALSE,Sales
Colleen Hall,Male,31-03-2020,02:46:41,72577,13,FALSE,HR
Christian Short,Female,31-01-2016,15:24:40,78651,18,FALSE,Sales
Caroline West,Male,14-10-2015,21:52:19,71296,12,TRUE,Sales
Lori Macias,Male,05-01-2015,15:16:59,70505,17,FALSE,Marketing
Kayla Long,Female,14-12-2020,16:48:58,76234,14,TRUE,IT
Frank Garcia,Female,20-04-2017,14:40:32,60404,9,TRUE,Sales
Matthew Freeman,Female,15-09-2016,07:26:21,77209,5,TRUE,IT
Casey Coleman,Male,09-05-2023,04:01:39,63134,10,TRUE,Sales
Samantha Lutz,Male,10-11-2020,17:44:17,65071,4,FALSE,HR
Megan Olson,Male,08-01-2022,09:46:24,60144,2,FALSE,IT
Mark Ware,Male,26-12-2021,11:42:39,75283,12,TRUE,HR
Leonard Martinez,Female,02-07-2017,20:17:41,67432,1,FALSE,HR
Valerie Johnson,Male,18-11-2021,05:15:06,69847,3,TRUE,Sales
Emma Mayo,Female,15-02-2023,18:34:22,70531,4,FALSE,Sales
John Adams,Male,05-07-2015,03:19:52,79380,19,FALSE,IT
Allen Duke,Female,08-06-2020,13:16:43,69736,5,TRUE,IT
Erin Thompson,Male,03-10-2020,09:42:34,70797,19,TRUE,HR
Chad Brown,Male,22-03-2016,08:17:19,67652,10,TRUE,HR
Jeanette Austin,Female,30-10-2016,23:34:17,73979,13,TRUE,IT
Joseph Weaver,Female,16-03-2019,15:01:51,64099,18,TRUE,IT
Robert Torres,Female,28-12-2019,01:06:25,77496,4,TRUE,HR
Christopher Davis,Female,05-06-2023,00:34:28,71943,7,TRUE,Marketing
Chase Cabrera,Female,25-11-2021,02:30:36,73403,3,FALSE,IT
Jennifer Weaver,Female,15-11-2016,18:01:15,65011,20,FALSE,HR
Kathleen Vargas,Female,29-01-2022,23:00:42,68123,9,FALSE,IT
Robert Clark,Male,04-03-2015,09:27:14,65353,10,TRUE,HR
Elizabeth Riggs,Male,23-05-2023,00:15:02,75799,19,FALSE,Marketing
Matthew Smith,Male,21-10-2016,01:02:40,60417,1,FALSE,Marketing
Brenda Weber,Female,12-06-2022,23:23:39,66437,20,TRUE,HR
Erica Flowers,Female,17-11-2023,03:02:39,71456,1,TRUE,Marketing
Paul Stokes,Male,22-07-2021,05:56:24,78861,5,TRUE,Sales
Stephanie Perkins DVM,Female,15-09-2016,14:50:23,79130,19,TRUE,Sales
John Anderson,Female,05-04-2017,21:59:08,66336,6,FALSE,HR
Carl Olsen,Male,11-05-2018,21:23:35,69773,5,FALSE,IT
Jeremy Gonzalez,Female,28-10-2022,19:43:57,74698,9,TRUE,IT
Laura Ortega,Female,05-01-2017,14:11:52,74131,0,FALSE,Marketing
Devin Mcdonald,Male,04-11-2021,22:45:39,67388,10,TRUE,HR
Mark Watkins,Female,16-10-2020,01:37:38,73550,10,TRUE,HR
Michael Munoz,Female,14-04-2021,03:53:09,61117,17,FALSE,HR
Stephen Mitchell,Female,28-09-2017,10:07:51,67828,5,FALSE,HR
Benjamin Gardner,Female,21-11-2019,12:25:13,71523,12,TRUE,IT
Mark Fritz Jr.,Male,23-04-2015,02:21:13,79825,2,FALSE,HR
Alec Coffey,Female,09-06-2017,17:04:36,71348,17,TRUE,HR
Daniel Luna,Female,27-03-2019,17:58:13,74807,8,FALSE,Marketing
Kenneth Johnson,Female,29-12-2022,13:28:50,68155,19,TRUE,Marketing
Michael Hartman,Male,16-10-2019,18:09:50,76118,15,TRUE,HR
Jasmine Fernandez,Female,06-09-2019,13:48:59,60370,18,TRUE,HR
Alexander Knight,Female,09-09-2017,14:27:39,70450,9,TRUE,IT
Jerry Wheeler,Male,19-06-2021,22:15:54,68147,19,TRUE,Sales
Phillip Brown,Male,30-01-2022,01:58:48,77682,0,TRUE,Marketing
Gabrielle Dalton,Female,11-10-2015,08:50:54,65253,1,TRUE,IT
Susan Schmidt,Female,02-10-2022,18:16:23,69132,20,TRUE,Marketing
Mark Torres,Male,08-04-2022,13:31:58,64966,12,FALSE,Sales
Angela Hunt,Female,09-01-2022,01:47:30,62966,12,FALSE,Marketing
Jonathan Rasmussen,Male,12-04-2022,10:09:11,66675,7,FALSE,Marketing
Erica Gibbs,Male,14-08-2016,22:44:23,66556,1,TRUE,Marketing
Brian Ball,Female,25-07-2015,18:19:14,68639,0,TRUE,Marketing
Michael Wright,Female,11-10-2017,19:34:02,61394,16,FALSE,HR
Anthony Mendez,Male,30-06-2016,17:11:14,61344,3,TRUE,IT
Katelyn Robinson,Male,21-05-2023,00:32:19,62584,2,TRUE,Sales
Ian Friedman,Female,30-09-2015,19:32:48,72405,3,TRUE,IT
Glenn Palmer,Female,03-10-2015,15:44:45,78138,10,TRUE,IT
Tanya Cox,Male,10-09-2018,03:37:42,73085,7,TRUE,HR
Sharon Lee,Male,08-02-2019,02:42:14,79464,20,FALSE,HR
Mary Horton,Female,18-06-2020,21:58:51,74903,5,TRUE,HR
Jennifer Lowe,Female,22-11-2019,12:09:54,67401,19,FALSE,HR
Lindsay Torres,Female,11-05-2016,22:42:42,75643,8,FALSE,IT
Maria White,Female,22-03-2019,11:39:09,75736,1,TRUE,Sales
Brandon Fernandez,Male,03-12-2022,11:10:38,74542,2,FALSE,Marketing
Stephanie Conway,Male,11-07-2015,18:59:43,78752,10,TRUE,IT
Ryan Escobar,Female,28-08-2021,00:01:09,75922,12,FALSE,Sales
Patrick Smith,Female,18-11-2023,01:20:08,65891,7,FALSE,Marketing
Louis Ali,Male,19-08-2020,10:46:45,71904,7,TRUE,Sales
Arthur Roberts,Female,07-12-2021,14:29:07,62414,17,FALSE,HR
Lisa Thomas,Male,13-04-2022,19:46:29,72254,15,FALSE,HR
Denise Robinson,Male,05-09-2018,01:43:31,72722,16,FALSE,HR
Kimberly Schmitt,Female,15-11-2020,11:50:37,61698,12,TRUE,HR
Christine Chandler,Female,12-08-2022,23:58:28,72969,7,FALSE,HR
Jason Lopez,Female,06-09-2017,02:59:30,61442,4,TRUE,Marketing
Suzanne Thomas,Female,13-12-2023,22:14:54,60262,19,TRUE,HR
Sharon Ortega,Male,21-10-2021,00:24:09,79223,1,TRUE,Sales
Jennifer Finley,Male,12-03-2022,17:24:09,67774,20,TRUE,Sales
Robert Patton,Female,19-01-2022,14:03:34,64432,0,FALSE,IT
Susan Mayer,Male,21-09-2019,18:29:05,66554,14,FALSE,Marketing
Jaime Cook,Female,13-03-2023,13:40:20,67578,3,TRUE,Marketing
Crystal Murphy,Male,16-06-2022,01:04:40,61623,19,FALSE,HR
James Harrison,Male,03-02-2020,02:54:05,75186,11,FALSE,IT
Richard Cameron,Female,14-07-2022,04:28:28,68447,8,TRUE,HR
Brendan Hudson,Female,25-02-2023,23:17:38,69366,17,FALSE,IT
Linda King,Female,01-11-2017,21:28:56,67377,16,TRUE,HR
Dawn Scott,Male,07-03-2023,01:56:11,78384,3,FALSE,IT
Paul Williams,Female,21-09-2019,02:30:47,77347,6,FALSE,IT
Jonathan Wolfe,Female,04-03-2021,03:40:41,73046,12,TRUE,Sales
Sarah Moore,Female,07-11-2015,06:29:12,64895,3,FALSE,Marketing
Brent Johnson,Male,02-02-2022,22:37:18,70318,13,FALSE,HR
Gregory Le,Male,29-12-2018,12:44:34,73382,3,FALSE,Sales
Miranda Pope,Female,11-11-2016,09:58:10,77752,13,TRUE,Marketing
Justin Tucker,Male,04-01-2022,12:28:32,69710,14,TRUE,Marketing
Patrick Rasmussen,Female,03-07-2017,06:51:20,60525,4,TRUE,IT
Linda Martin,Male,30-07-2019,17:54:36,71992,16,FALSE,HR
Amy Cross,Male,21-02-2018,19:31:49,72270,6,TRUE,HR
Amy Wallace,Female,14-03-2023,00:34:06,67549,20,TRUE,Marketing
Taylor Fowler,Female,08-01-2023,03:53:25,63076,10,FALSE,HR
Wayne Hall,Female,28-02-2021,14:49:16,77254,14,TRUE,IT
Michael Hill,Male,17-12-2019,23:57:36,65873,8,FALSE,HR
Diane Howard,Male,30-08-2023,18:55:27,68037,18,FALSE,IT
Benjamin Houston,Female,12-02-2021,12:03:28,78584,8,TRUE,Marketing
Omar Thomas,Female,17-08-2023,05:14:24,71972,6,TRUE,IT
Dale Anderson,Female,13-12-2016,01:34:20,79120,1,FALSE,Marketing
Albert Harrison,Male,20-05-2017,20:05:23,78765,2,FALSE,Marketing
Angela Roach,Female,26-01-2023,07:37:22,73258,18,TRUE,Marketing
Kelly Gutierrez,Female,29-05-2021,10:28:50,72725,3,TRUE,Sales
Rebecca Castro,Female,11-01-2020,14:48:13,79899,15,FALSE,Marketing
Scott Tanner,Female,03-10-2021,13:52:30,77922,0,FALSE,Marketing
Andrea Hill,Male,11-03-2016,13:23:00,66086,7,FALSE,Marketing
David Cox,Male,17-03-2015,21:55:16,77762,8,TRUE,HR
Matthew Martinez,Male,26-12-2021,01:33:23,78470,5,TRUE,HR
Brian Howard,Female,16-05-2021,23:03:17,74171,15,TRUE,Sales
Katrina Hernandez,Male,21-11-2021,19:08:57,64707,19,FALSE,Sales
Kristin Shields,Male,08-11-2023,21:00:59,66892,18,FALSE,IT
Elizabeth Guerrero,Female,27-07-2023,12:30:02,61308,5,TRUE,IT
Shelby Phillips,Male,16-05-2015,09:03:03,65369,12,FALSE,Marketing
Christine Howell,Male,22-01-2019,08:48:42,68463,5,FALSE,Marketing
Tammy Farmer,Male,09-01-2019,15:12:03,65224,7,FALSE,Sales
Daniel Moon,Male,18-01-2016,10:01:20,64478,7,TRUE,HR
Andrew Beasley,Male,23-03-2023,02:37:20,68236,0,TRUE,Marketing
Heidi Sanders,Male,06-03-2016,23:11:51,67469,5,FALSE,IT
Jessica Houston,Male,30-10-2016,07:49:59,66960,9,FALSE,HR
John Jones,Male,02-01-2017,14:49:52,79926,0,FALSE,IT
Kenneth Lewis,Female,25-11-2019,14:59:34,62755,10,FALSE,IT
Andre Ward,Male,31-10-2023,00:53:26,72746,1,FALSE,IT
Dylan Randolph,Female,12-09-2021,22:07:47,78625,19,TRUE,Sales
Amy Strickland,Male,25-05-2015,15:31:11,64073,0,TRUE,Marketing
Alexander Moore,Female,10-01-2022,01:40:52,68056,6,TRUE,Sales
Gabriela Rowe,Female,22-03-2017,04:57:18,64933,4,FALSE,Marketing
Robert Hood,Female,10-02-2016,18:33:36,75298,6,TRUE,HR
Karla Barnes,Female,07-12-2016,11:30:11,76588,1,FALSE,Marketing
Amanda Bell,Female,08-12-2020,11:06:10,75667,0,FALSE,HR
Christopher Guzman,Male,12-02-2016,13:40:27,78301,11,TRUE,Sales
Laura Brown,Female,13-12-2021,20:56:15,61132,10,FALSE,Sales
David Marks,Female,28-08-2019,16:09:32,64432,20,FALSE,HR
Raven Dorsey,Male,07-02-2023,14:55:23,75496,9,TRUE,Sales
Kristina Bennett,Female,29-01-2021,17:10:28,68855,0,FALSE,Marketing
Caleb Gill,Female,15-02-2017,01:22:07,76591,5,FALSE,Marketing
Robert Stanton,Female,12-06-2020,21:58:22,64512,11,TRUE,Marketing
Michael Roberts,Male,01-10-2021,22:03:46,60451,1,TRUE,Marketing
Matthew Allen,Male,21-12-2016,13:01:03,76657,11,FALSE,IT
Andrew Martin,Female,15-05-2019,13:02:36,62325,9,FALSE,IT
Jason Lyons,Female,19-11-2016,14:31:46,79497,15,TRUE,HR
Johnny Jimenez,Male,10-01-2020,08:20:07,79237,18,FALSE,IT
Franklin Petersen,Male,02-03-2015,01:49:51,68443,19,FALSE,HR
Jesse Nunez,Female,01-10-2019,08:58:55,70275,0,FALSE,Sales
Julian Wade,Male,30-01-2016,09:09:51,73662,13,FALSE,Sales
Jason Leonard,Male,06-06-2017,04:12:06,64318,7,FALSE,Marketing
Michelle Williams,Male,04-11-2019,20:07:08,64284,3,TRUE,HR
Robert Roberts,Male,03-02-2021,08:52:13,70798,19,FALSE,IT
James Hernandez,Male,12-05-2017,23:01:27,68240,0,TRUE,HR
Jasmine Hayden,Male,16-03-2023,23:51:54,74759,13,TRUE,Sales
Kurt Turner,Male,19-05-2017,16:50:16,79384,16,FALSE,Marketing
Tyler Hensley,Female,04-09-2016,21:24:46,65656,20,TRUE,IT
Robert Arnold,Female,17-06-2019,21:42:56,75109,16,FALSE,HR
Dorothy Carpenter,Male,01-05-2020,16:50:02,64219,6,FALSE,Marketing
Breanna Boyle,Male,29-06-2018,02:56:54,70807,17,FALSE,HR
Ryan Kelly,Female,28-02-2023,14:10:48,77110,1,FALSE,HR
Sharon Harris,Male,01-08-2018,15:32:36,68369,18,FALSE,Marketing
Cody Moon,Female,30-08-2018,07:02:44,75320,18,FALSE,Marketing
Teresa Gutierrez,Male,30-04-2020,16:19:45,70635,16,FALSE,Marketing
Brian Morrison,Female,02-04-2015,15:51:36,78591,12,TRUE,Sales
Alex Thomas,Male,28-02-2023,10:49:52,74574,4,TRUE,Marketing
Mark Peterson,Male,27-11-2017,08:14:39,61661,17,TRUE,Sales
Thomas Holden,Female,15-02-2017,03:12:17,62741,12,FALSE,Sales
Kevin Williams,Male,27-01-2023,09:34:45,63242,13,FALSE,IT
Jennifer Sullivan MD,Female,23-08-2019,02:45:12,74733,16,FALSE,IT
Kaitlyn Gordon,Female,11-07-2019,13:34:51,76359,16,FALSE,IT
Bonnie Bryan,Female,20-06-2016,04:37:24,71746,15,FALSE,HR
Gloria Williams,Male,03-03-2020,09:11:07,68348,15,FALSE,IT
Jo Schwartz,Male,16-04-2021,06:10:08,60224,1,FALSE,Marketing
Robert Thompson,Female,05-11-2019,05:29:05,77072,13,TRUE,IT
Sarah Brooks,Male,14-09-2021,06:11:25,71711,2,FALSE,Marketing
Thomas Russell,Female,25-09-2021,05:47:41,68367,10,TRUE,Sales
Charles Stevens,Male,03-07-2021,18:22:45,68411,9,FALSE,HR
Matthew Allen,Female,03-12-2019,11:59:15,69702,0,TRUE,Sales
Tony Anderson,Male,25-04-2019,05:26:54,77343,13,FALSE,HR
Christopher Ferrell,Male,13-08-2022,13:46:36,70429,15,TRUE,HR
Casey Johnson,Female,30-01-2022,15:52:39,60651,7,FALSE,Sales
Scott Little,Male,07-02-2018,04:32:02,69774,8,TRUE,Sales
Lisa Park,Female,22-06-2021,10:07:01,61991,5,TRUE,IT
Nicole Cox,Male,03-02-2021,04:49:11,77712,19,TRUE,HR
Alexander Roberson,Female,29-06-2017,21:22:36,62266,6,FALSE,HR
Olivia Peters,Female,25-06-2018,05:55:30,62169,19,FALSE,Marketing
Randy Collins,Female,21-01-2016,16:30:43,64421,8,FALSE,Sales
Brian Dillon,Female,09-09-2019,21:47:30,63588,6,FALSE,Marketing
Vanessa Carson,Female,05-06-2021,20:25:26,77256,0,FALSE,IT
Luke Johnson,Male,22-12-2018,01:22:45,75205,6,FALSE,Marketing
Ana Jenkins,Female,12-07-2022,06:21:33,69802,16,TRUE,IT
